method,region,metric_group,quantity,metric,value,lbfgs_evals,final_total_loss
prior_noise_01pct,far-wake,v1_mode_window_convention,v,corr,0.9676859042948462,5376,0.0011841028463095427
prior_noise_01pct,far-wake,v1_mode_window_convention,v,phase_deg,7.648777109301477,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode_window_convention,v,n,12460,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode_window_convention,v,rel_L2,0.3139637860779942,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode_window_convention,v,amp_ratio,0.8110603267772551,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode_window_convention,v,corr,0.9693862586189862,5376,0.0011841028463095427
prior_noise_01pct,far-core,v1_mode_window_convention,v,phase_deg,7.433618243572084,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode_window_convention,v,n,6298,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode_window_convention,v,rel_L2,10.05935249553974,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode_window_convention,v,amp_ratio,10.364851180213302,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode_window_convention,v,corr,0.47685145370807236,5376,0.0011841028463095427
prior_noise_01pct,other,v1_mode_window_convention,v,phase_deg,42.913715008222596,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode_window_convention,v,n,51654,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode_window_convention,v,rel_L2,0.37665646093720867,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode_window_convention,v,amp_ratio,0.8516581303594639,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode_window_convention,v,corr,0.9336156017305978,5376,0.0011841028463095427
prior_noise_01pct,whole-domain,v1_mode_window_convention,v,phase_deg,5.297029691153909,5376,0.0011841028463095427
prior_noise_05pct,near-cylinder,field,u,rel_L2,0.06289372593164444,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,field,v,rel_L2,0.09839047491550446,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,field,p,rel_L2,0.017139922827482224,12047,0.0011144854361191392
prior_noise_05pct,near-wake,field,u,rel_L2,0.15660448372364044,12047,0.0011144854361191392
prior_noise_05pct,near-wake,field,v,rel_L2,0.5128588080406189,12047,0.0011144854361191392
prior_noise_05pct,near-wake,field,p,rel_L2,0.35345929861068726,12047,0.0011144854361191392
prior_noise_05pct,far-wake,field,u,rel_L2,0.17741991579532623,12047,0.0011144854361191392
prior_noise_05pct,far-wake,field,v,rel_L2,0.4179736375808716,12047,0.0011144854361191392
prior_noise_05pct,far-wake,field,p,rel_L2,1.1285940408706665,12047,0.0011144854361191392
prior_noise_05pct,far-core,field,u,rel_L2,0.2050587683916092,12047,0.0011144854361191392
prior_noise_05pct,far-core,field,v,rel_L2,0.39045074582099915,12047,0.0011144854361191392
prior_noise_05pct,far-core,field,p,rel_L2,1.018853783607483,12047,0.0011144854361191392
prior_noise_05pct,other,field,u,rel_L2,0.0621359720826149,12047,0.0011144854361191392
prior_noise_05pct,other,field,v,rel_L2,0.41323941946029663,12047,0.0011144854361191392
prior_noise_05pct,other,field,p,rel_L2,0.4176536500453949,12047,0.0011144854361191392
